"Espécie","Bioma","Estado","Compartimento","Peso","d mín.","d máx.","R2/R2aj","Syx","Equação","Autor"
"Pinus spp.","Mata Atlântica","PR","Total (abaixo+acima)","Seco","3,6","35,9","0,96","17,7%","109,4775-20,1123*d+1,0041*(d^2)","Schikowski et al. (2013)"
"Pinus spp.","Mata Atlântica","PR","Total (abaixo+acima)","Seco","3,6","35,9","0,97","15,4%","-12,9265+1,4294*d+0,0185*(d^2)*ht","Schikowski et al. (2013)"
"Pinus spp.","Mata Atlântica","PR","Total (abaixo+acima)","Seco","3,6","35,9","0,97","15,5%","12,1156-2,5386*d+0,1702*(d^2)+0,0156*(d^2)*ht","Schikowski et al. (2013)"
"Pinus spp.","Mata Atlântica","PR","Total (abaixo+acima)","Seco","3,6","35,9","0,84","37,2%","-297,2604+15,5684*d+11,5991*ht","Schikowski et al. (2013)"
"Pinus taeda L.","Mata Atlântica","PR","Abaixo (raízes)","Fresco","-","-","43,64","22,8%","162,0559-9,2412*d+0,2393*(d^2)","Sanquetta et al. (2003)"
"Pinus taeda L.","Mata Atlântica","PR","Abaixo (raízes)","Fresco","-","-","49,85","21,2%","263,0526-14,4282*d+0,0124*((d^2)*ht)","Sanquetta et al. (2003)"
"Pinus taeda L.","Mata Atlântica","PR","Abaixo (raízes)","Fresco","-","-","33,54","21,9%","256,8161-13,6711*d-0,0801*(d^2)+0,0151*d^2*ht","Sanquetta et al. (2003)"
"Pinus taeda L.","Mata Atlântica","PR","Abaixo (raízes)","Fresco","-","-","43,97","22,4%","39,5338-0,1705*(d^2)+0,0106*((d^2)*ht)","Sanquetta et al. (2003)"
"Pinus taeda L.","Mata Atlântica","PR","Abaixo (raízes)","Fresco","-","-","34,28","24,3%","-40,3714+6,8804*d-1,9488*ht","Sanquetta et al. (2003)"
"Pinus taeda L.","Mata Atlântica","PR","Abaixo (raízes)","Fresco","-","-","45,47","25,2%","-0,4656+(d^1,0870)+(ht^0,6888)","Sanquetta et al. (2003)"
"Pinus taeda L.","Mata Atlântica","RS","Abaixo (raízes)","Seco","18,1","50,8","0,98","3,0%","exp(6,334737-73,401781*(d^-1))","Witschoreck (2008)"
"Pinus taeda L.","Mata Atlântica","RS","Acima 
(tronco+galhos+folhas)","Seco","18,1","50,8","0,98","1,5%","exp(7,854652-63,900403*(d^-1))","Witschoreck (2008)"
"Pinus taeda L.","Mata Atlântica","RS","Total (abaixo+acima)","Seco","18,1","50,8","0,98","1,5%","exp(8,051060-65,107266*(d^-1))","Witschoreck (2008)"
